emp_no,title,from_date,to_date
38490,Senior Engineer,1992-09-02,9999-01-01
38500,Staff,1989-12-21,1992-09-26
38510,Staff,1988-08-11,1989-03-13
38520,Engineer,1992-03-12,1999-03-13
38520,Senior Engineer,1999-03-13,9999-01-01
38530,Engineer,1990-07-18,1997-07-18
38530,Senior Engineer,1997-07-18,9999-01-01
38540,Engineer,1985-10-24,1991-10-24
38540,Senior Engineer,1991-10-24,9999-01-01
38550,Senior Engineer,1987-02-16,9999-01-01
38560,Senior Staff,1996-12-01,9999-01-01
38570,Senior Staff,1996-05-20,9999-01-01
38570,Staff,1987-05-21,1996-05-20
38580,Assistant Engineer,1990-03-14,1997-03-14
38580,Engineer,1997-03-14,9999-01-01
38590,Senior Staff,1998-12-26,9999-01-01
38590,Staff,1992-12-26,1998-12-26
38600,Senior Staff,1985-08-09,9999-01-01
38610,Technique Leader,1996-04-02,9999-01-01
38620,Senior Staff,1994-08-17,9999-01-01
38630,Senior Staff,1997-04-16,9999-01-01
38630,Staff,1992-04-16,1997-04-16
38640,Engineer,1991-05-15,1997-05-14
38640,Senior Engineer,1997-05-14,9999-01-01
38650,Engineer,1994-01-25,9999-01-01
38660,Staff,1999-05-30,9999-01-01
38670,Engineer,1989-01-24,1997-01-24
38670,Senior Engineer,1997-01-24,9999-01-01
38680,Engineer,1993-02-26,2001-02-26
38680,Senior Engineer,2001-02-26,9999-01-01
38690,Senior Staff,1995-07-07,9999-01-01
38700,Technique Leader,1987-02-15,9999-01-01
38710,Staff,1995-03-12,9999-01-01
38720,Engineer,1988-06-29,1996-06-29
38720,Senior Engineer,1996-06-29,9999-01-01
38730,Engineer,1993-02-24,1999-02-24
38730,Senior Engineer,1999-02-24,9999-01-01
38740,Staff,1997-01-26,9999-01-01
38750,Staff,1997-10-06,9999-01-01
38760,Senior Staff,1994-08-21,9999-01-01
38760,Staff,1987-08-21,1994-08-21
38770,Engineer,1992-01-12,1992-04-12
38780,Senior Staff,1987-08-14,9999-01-01
38790,Senior Staff,1995-01-06,9999-01-01
38790,Staff,1989-01-06,1995-01-06
38800,Technique Leader,1992-12-11,2001-06-11
38810,Senior Staff,1993-01-02,9999-01-01
38810,Staff,1986-01-02,1993-01-02
38820,Engineer,1986-11-29,1995-11-29
38820,Senior Engineer,1995-11-29,9999-01-01
38830,Staff,1997-12-17,1998-10-07
38840,Engineer,1985-10-27,1990-10-27
38840,Senior Engineer,1990-10-27,9999-01-01
38850,Engineer,1996-07-31,1999-05-08
38860,Engineer,1986-05-09,1993-05-09
38860,Senior Engineer,1993-05-09,9999-01-01
38870,Engineer,1991-05-20,1997-05-19
38870,Senior Engineer,1997-05-19,9999-01-01
38880,Engineer,1992-06-14,1997-06-14
38880,Senior Engineer,1997-06-14,2001-08-02
38890,Staff,1998-12-12,9999-01-01
38900,Senior Staff,1999-11-09,9999-01-01
38900,Staff,1994-11-09,1999-11-09
38910,Staff,1995-09-26,1998-03-07
38920,Engineer,1988-04-20,1997-04-20
38920,Senior Engineer,1997-04-20,9999-01-01
38930,Senior Engineer,1998-07-25,2001-06-10
38940,Senior Engineer,1985-09-25,9999-01-01
38950,Senior Engineer,1985-03-19,9999-01-01
38960,Engineer,1990-01-02,1996-01-02
38960,Senior Engineer,1996-01-02,9999-01-01
38970,Senior Staff,1992-06-06,9999-01-01
38970,Staff,1985-06-06,1992-06-06
38980,Engineer,1996-09-21,9999-01-01
38990,Engineer,1999-12-08,9999-01-01
39000,Senior Staff,2002-03-03,9999-01-01
39000,Staff,1997-03-03,2002-03-03
39010,Engineer,1991-12-09,1997-12-08
39010,Senior Engineer,1997-12-08,9999-01-01
39020,Engineer,1987-07-29,1993-07-28
39020,Senior Engineer,1993-07-28,9999-01-01
39030,Engineer,1987-02-10,1993-02-09
39030,Senior Engineer,1993-02-09,9999-01-01
39040,Engineer,1990-03-10,1994-07-13
39050,Engineer,1988-11-24,1993-11-24
39050,Senior Engineer,1993-11-24,1999-09-14
39060,Engineer,1993-02-15,1999-02-15
39060,Senior Engineer,1999-02-15,9999-01-01
39070,Engineer,1986-07-16,1993-07-16
39070,Senior Engineer,1993-07-16,1998-06-30
39080,Staff,1999-02-06,9999-01-01
39090,Senior Engineer,1988-02-23,9999-01-01
39100,Staff,1988-10-30,1990-08-05
39110,Technique Leader,1995-11-02,9999-01-01
39120,Engineer,1992-02-11,2001-02-10
39120,Senior Engineer,2001-02-10,9999-01-01
39130,Senior Staff,1996-11-07,9999-01-01
39130,Staff,1988-11-07,1996-11-07
39140,Senior Staff,1999-03-01,9999-01-01
39150,Senior Engineer,1994-04-29,9999-01-01
39160,Senior Staff,1996-04-10,9999-01-01
39170,Senior Staff,1999-06-03,9999-01-01
39170,Staff,1993-06-03,1999-06-03
39180,Engineer,1993-05-05,1999-05-05
39180,Senior Engineer,1999-05-05,9999-01-01
39190,Senior Engineer,1993-04-25,9999-01-01
39200,Engineer,1996-06-21,9999-01-01
39210,Engineer,1992-07-30,1997-03-24
39220,Engineer,1986-05-04,1993-05-04
39220,Senior Engineer,1993-05-04,9999-01-01
39230,Engineer,1999-05-16,2000-11-16
39240,Senior Staff,1996-09-10,2001-12-02
39240,Staff,1987-09-11,1996-09-10
39250,Senior Staff,1996-01-27,9999-01-01
39250,Staff,1988-01-27,1996-01-27
39260,Senior Staff,1994-01-20,1996-12-14
39260,Staff,1987-01-20,1994-01-20
39270,Engineer,1990-09-19,1995-09-19
39270,Senior Engineer,1995-09-19,9999-01-01
39280,Engineer,1989-03-27,1996-03-27
39280,Senior Engineer,1996-03-27,9999-01-01
39290,Engineer,1990-01-25,1997-01-25
39290,Senior Engineer,1997-01-25,2001-09-21
39300,Staff,1994-03-15,1998-11-08
39310,Assistant Engineer,1995-11-05,9999-01-01
39320,Technique Leader,1998-05-08,2000-10-02
39330,Engineer,1990-03-01,1998-03-01
39330,Senior Engineer,1998-03-01,9999-01-01
39340,Senior Engineer,1989-03-25,9999-01-01
39350,Senior Staff,1998-01-30,9999-01-01
39350,Staff,1992-01-31,1998-01-30
39360,Senior Staff,1999-06-09,9999-01-01
39370,Senior Staff,1996-08-13,9999-01-01
39370,Staff,1989-08-13,1996-08-13
39380,Senior Staff,1999-04-18,2001-11-29
39390,Senior Staff,1996-08-01,9999-01-01
39390,Staff,1990-08-02,1996-08-01
39400,Engineer,1998-10-18,9999-01-01
39410,Assistant Engineer,1986-03-03,1993-03-03
39410,Engineer,1993-03-03,2000-03-03
39410,Senior Engineer,2000-03-03,9999-01-01
39420,Senior Staff,2001-03-15,9999-01-01
39420,Staff,1992-03-15,2001-03-15
39430,Senior Staff,1988-01-14,9999-01-01
39440,Engineer,1998-08-10,9999-01-01
39450,Engineer,1991-08-14,1998-08-14
39450,Senior Engineer,1998-08-14,9999-01-01
39460,Staff,1998-10-12,2001-02-17
39470,Senior Staff,1994-01-16,1997-01-19
39480,Engineer,1992-07-19,2000-07-19
39480,Senior Engineer,2000-07-19,9999-01-01
39490,Senior Staff,1998-01-04,9999-01-01
39490,Staff,1991-01-04,1998-01-04
39500,Technique Leader,1992-01-25,9999-01-01
39510,Senior Staff,1987-01-06,1998-08-09
39520,Engineer,1994-04-25,9999-01-01
39530,Technique Leader,1998-01-11,9999-01-01
39540,Engineer,1986-05-09,1991-05-09
39540,Senior Engineer,1991-05-09,9999-01-01
39550,Staff,1999-12-21,9999-01-01
39560,Senior Engineer,1993-11-19,9999-01-01
39570,Senior Engineer,1990-01-28,1991-06-19
39580,Engineer,1997-11-24,1999-01-06
39590,Senior Staff,1994-08-06,9999-01-01
39590,Staff,1986-08-06,1994-08-06
39600,Engineer,1995-04-30,2000-04-29
39600,Senior Engineer,2000-04-29,9999-01-01
39610,Senior Staff,1996-01-10,9999-01-01
39610,Staff,1990-01-10,1996-01-10
39620,Senior Staff,2000-11-22,9999-01-01
39620,Staff,1992-11-22,2000-11-22
39630,Senior Staff,1991-06-24,9999-01-01
39640,Engineer,1993-07-04,2002-07-04
39640,Senior Engineer,2002-07-04,9999-01-01
39650,Staff,1995-08-28,1997-10-06
39660,Senior Staff,2001-12-20,9999-01-01
39660,Staff,1996-12-20,2001-12-20
39670,Engineer,1997-05-11,9999-01-01
39680,Senior Staff,1990-12-01,9999-01-01
39690,Senior Staff,1991-05-01,9999-01-01
39690,Staff,1986-05-01,1991-05-01
39700,Engineer,1989-05-11,1994-05-11
39700,Senior Engineer,1994-05-11,9999-01-01
39710,Senior Staff,2000-11-02,9999-01-01
39710,Staff,1995-11-03,2000-11-02
39720,Senior Engineer,1994-08-02,9999-01-01
39730,Engineer,1985-04-17,1990-04-17
39730,Senior Engineer,1990-04-17,9999-01-01
39740,Engineer,1988-06-15,1997-06-15
39740,Senior Engineer,1997-06-15,9999-01-01
39750,Senior Engineer,1991-10-25,9999-01-01
39760,Staff,1996-09-26,9999-01-01
39770,Senior Staff,1994-09-30,9999-01-01
39780,Technique Leader,1989-06-05,9999-01-01
39790,Engineer,1985-08-29,1992-08-29
39790,Senior Engineer,1992-08-29,9999-01-01
39800,Senior Staff,1998-08-25,9999-01-01
39800,Staff,1991-08-25,1998-08-25
39810,Engineer,1999-08-02,9999-01-01
39820,Senior Engineer,1988-02-14,9999-01-01
39830,Staff,1995-11-21,9999-01-01
39840,Engineer,1994-11-17,1999-11-17
39840,Senior Engineer,1999-11-17,9999-01-01
39850,Engineer,1999-05-11,9999-01-01
39860,Engineer,1999-05-17,9999-01-01
39870,Senior Staff,1999-10-27,9999-01-01
39870,Staff,1993-10-27,1999-10-27
39880,Senior Staff,1995-11-13,9999-01-01
39880,Staff,1989-11-13,1995-11-13
39890,Senior Staff,1986-12-07,9999-01-01
39900,Technique Leader,1996-07-14,9999-01-01
39910,Senior Staff,1985-06-23,9999-01-01
39920,Senior Staff,1993-07-05,9999-01-01
39920,Staff,1985-07-05,1993-07-05
39930,Senior Staff,1997-11-28,9999-01-01
39930,Staff,1990-11-28,1997-11-28
39940,Engineer,1987-09-23,1993-09-22
39940,Senior Engineer,1993-09-22,9999-01-01
39950,Staff,1999-09-27,9999-01-01
39960,Senior Staff,1997-03-20,1999-05-16
39970,Senior Staff,1993-09-10,9999-01-01
39970,Staff,1987-09-11,1993-09-10
39980,Senior Engineer,1998-04-03,1998-09-01
39990,Engineer,1985-07-12,1992-07-12
39990,Senior Engineer,1992-07-12,9999-01-01
40000,Technique Leader,1992-08-21,9999-01-01
40010,Engineer,1987-11-19,1993-11-18
40010,Senior Engineer,1993-11-18,9999-01-01
40020,Engineer,1987-02-13,1996-02-13
40020,Senior Engineer,1996-02-13,9999-01-01
40030,Staff,1999-06-11,9999-01-01
40040,Staff,1996-12-19,2000-12-02
40050,Engineer,1990-04-14,1995-04-14
40050,Senior Engineer,1995-04-14,9999-01-01
40060,Staff,1999-07-12,9999-01-01
40070,Senior Staff,1996-03-24,1998-09-05
40070,Staff,1989-03-25,1996-03-24
40080,Senior Staff,1992-07-11,9999-01-01
40080,Staff,1986-07-12,1992-07-11
40090,Engineer,1995-10-04,9999-01-01
40100,Senior Staff,1998-12-08,9999-01-01
40100,Staff,1990-12-08,1998-12-08
40110,Staff,1996-12-12,2000-09-17
40120,Assistant Engineer,1998-02-05,9999-01-01
40130,Senior Staff,1996-09-19,9999-01-01
40130,Staff,1991-09-20,1996-09-19
40140,Senior Staff,1991-12-16,9999-01-01
40150,Engineer,1989-09-18,1997-09-18
40150,Senior Engineer,1997-09-18,9999-01-01
40160,Senior Staff,1993-03-06,9999-01-01
40160,Staff,1985-03-06,1993-03-06
40170,Engineer,1986-12-11,1992-12-10
40170,Senior Engineer,1992-12-10,9999-01-01
40180,Staff,1997-03-04,9999-01-01
40190,Senior Engineer,1999-06-10,9999-01-01
40200,Engineer,1991-01-19,1991-11-18
40210,Engineer,2000-01-27,9999-01-01
40220,Engineer,1999-09-14,9999-01-01
40230,Staff,1996-11-05,9999-01-01
40240,Staff,1997-06-26,9999-01-01
40250,Engineer,1998-11-25,9999-01-01
40260,Engineer,1997-01-23,9999-01-01
40270,Staff,1993-10-12,1998-12-17
40280,Engineer,1996-05-09,9999-01-01
40290,Senior Engineer,1986-05-22,9999-01-01
40300,Engineer,1992-08-27,1998-10-22
40310,Senior Staff,1993-07-20,9999-01-01
40310,Staff,1986-07-20,1993-07-20
40320,Engineer,1995-06-28,2000-01-16
40330,Engineer,1997-12-14,9999-01-01
40340,Senior Staff,1999-12-08,9999-01-01
40340,Staff,1990-12-08,1999-12-08
40350,Senior Staff,1986-10-22,9999-01-01
40360,Engineer,1988-08-22,1993-08-22
40360,Senior Engineer,1993-08-22,9999-01-01
40370,Engineer,1988-07-03,1995-07-04
40370,Senior Engineer,1995-07-04,9999-01-01
40380,Senior Engineer,1988-02-07,9999-01-01
40390,Assistant Engineer,1985-03-20,1992-03-20
40390,Engineer,1992-03-20,1999-03-21
40390,Senior Engineer,1999-03-21,9999-01-01
40400,Engineer,1998-04-02,9999-01-01
40410,Assistant Engineer,1996-04-07,9999-01-01
40420,Senior Staff,1998-10-28,2000-05-20
40420,Staff,1993-10-29,1998-10-28
40430,Staff,1996-12-09,9999-01-01
40440,Assistant Engineer,1988-07-06,1993-07-06
40440,Engineer,1993-07-06,1998-07-06
40440,Senior Engineer,1998-07-06,9999-01-01
40450,Engineer,1999-05-01,1999-05-25
40460,Senior Staff,1988-05-27,9999-01-01
40470,Senior Engineer,1996-08-26,9999-01-01
40480,Senior Staff,1989-11-04,9999-01-01
40490,Engineer,1994-07-14,9999-01-01
40500,Senior Staff,1998-05-01,9999-01-01
40500,Staff,1993-05-01,1998-05-01
40510,Senior Staff,1989-08-15,9999-01-01
40520,Engineer,1999-10-16,9999-01-01
40530,Senior Staff,1992-01-17,9999-01-01
40540,Senior Staff,1996-03-01,9999-01-01
40540,Staff,1987-03-02,1996-03-01
40550,Engineer,1989-02-05,1996-02-06
40550,Senior Engineer,1996-02-06,9999-01-01
40560,Engineer,1993-12-24,1999-12-24
40560,Senior Engineer,1999-12-24,9999-01-01
40570,Technique Leader,1997-10-25,9999-01-01
40580,Senior Staff,1992-03-19,9999-01-01
40580,Staff,1987-03-20,1992-03-19
40590,Engineer,1989-01-09,1994-01-09
40590,Senior Engineer,1994-01-09,1998-05-26
40600,Staff,1994-08-18,9999-01-01
40610,Assistant Engineer,1999-09-24,9999-01-01
40620,Senior Staff,1998-05-23,9999-01-01
40620,Staff,1991-05-23,1998-05-23
40630,Staff,1994-10-18,2001-03-23
40640,Senior Engineer,1997-09-29,9999-01-01
40650,Senior Staff,2000-02-09,9999-01-01
40650,Staff,1992-02-09,2000-02-09
40660,Engineer,1988-04-04,1994-04-04
40660,Senior Engineer,1994-04-04,9999-01-01
40670,Assistant Engineer,1998-08-10,9999-01-01
40680,Staff,1999-01-03,9999-01-01
40690,Senior Staff,1992-12-12,1993-01-07
40690,Staff,1986-12-13,1992-12-12
40700,Senior Staff,1999-02-22,1999-08-10
40700,Staff,1992-02-22,1999-02-22
40710,Engineer,1999-08-16,2002-01-21
40720,Engineer,1986-12-20,1994-12-20
40720,Senior Engineer,1994-12-20,9999-01-01
40730,Staff,1994-01-11,9999-01-01
40740,Engineer,1988-11-02,1994-11-02
40740,Senior Engineer,1994-11-02,9999-01-01
40750,Engineer,1992-12-17,1999-12-18
40750,Senior Engineer,1999-12-18,9999-01-01
40760,Senior Staff,1992-01-30,1998-08-05
40760,Staff,1986-01-30,1992-01-30
40770,Senior Staff,1985-09-26,9999-01-01
40780,Senior Engineer,1996-03-15,2001-01-02
40790,Senior Staff,1999-04-13,9999-01-01
40790,Staff,1990-04-13,1999-04-13
40800,Senior Engineer,1995-09-08,9999-01-01
40810,Senior Staff,1991-04-05,9999-01-01
40810,Staff,1986-04-05,1991-04-05
40820,Engineer,1997-10-15,9999-01-01
40830,Assistant Engineer,1988-06-14,1996-06-14
40830,Engineer,1996-06-14,9999-01-01
40840,Senior Staff,1994-12-03,9999-01-01
40840,Staff,1989-12-03,1994-12-03
40850,Engineer,1993-07-18,2000-07-18
40850,Senior Engineer,2000-07-18,9999-01-01
40860,Engineer,1991-03-23,1997-03-22
40860,Senior Engineer,1997-03-22,9999-01-01
40870,Engineer,1986-07-19,1992-07-18
40870,Senior Engineer,1992-07-18,9999-01-01
40880,Staff,1997-04-07,2001-04-17
40890,Senior Engineer,1986-02-09,9999-01-01
40900,Engineer,1991-12-25,1999-06-10
40910,Senior Staff,1998-03-15,9999-01-01
40910,Staff,1990-03-15,1998-03-15
40920,Staff,1997-02-10,9999-01-01
40930,Engineer,1985-08-12,1993-08-12
40930,Senior Engineer,1993-08-12,2000-06-01
40940,Senior Staff,1994-11-10,9999-01-01
40940,Staff,1986-11-10,1994-11-10
40950,Senior Staff,1997-01-25,9999-01-01
40950,Staff,1991-01-26,1997-01-25
40960,Engineer,1989-08-14,1994-08-14
40960,Senior Engineer,1994-08-14,9999-01-01
40970,Engineer,1999-10-23,9999-01-01
40980,Senior Staff,1991-02-23,9999-01-01
40980,Staff,1985-02-23,1991-02-23
40990,Engineer,1987-11-09,1993-11-08
40990,Senior Engineer,1993-11-08,9999-01-01
41000,Engineer,1998-09-20,1999-07-14
41010,Engineer,1989-04-08,1996-04-08
41010,Senior Engineer,1996-04-08,9999-01-01
41020,Senior Staff,1994-06-05,9999-01-01
41020,Staff,1989-06-05,1994-06-05
41030,Engineer,1999-03-31,9999-01-01
41040,Staff,1997-01-16,9999-01-01
41050,Senior Staff,1997-12-18,9999-01-01
41050,Staff,1989-12-18,1997-12-18
41060,Senior Staff,1996-06-17,9999-01-01
41070,Engineer,1992-08-28,2001-08-28
41070,Senior Engineer,2001-08-28,9999-01-01
41080,Engineer,1985-02-19,1993-02-19
41080,Senior Engineer,1993-02-19,9999-01-01
41090,Assistant Engineer,1987-08-30,1994-08-30
41090,Engineer,1994-08-30,2001-08-30
41090,Senior Engineer,2001-08-30,9999-01-01
41100,Technique Leader,1992-07-18,9999-01-01
41110,Engineer,1986-08-23,1991-08-23
41110,Senior Engineer,1991-08-23,9999-01-01
41120,Engineer,1996-03-14,2001-03-14
41120,Senior Engineer,2001-03-14,9999-01-01
41130,Staff,1998-09-05,9999-01-01
41140,Senior Staff,1991-05-18,9999-01-01
41140,Staff,1986-05-18,1991-05-18
41150,Engineer,1988-05-10,1991-04-21
41160,Senior Staff,2001-04-19,9999-01-01
41160,Staff,1996-04-19,2001-04-19
41170,Senior Staff,1999-06-10,9999-01-01
41170,Staff,1990-06-10,1999-06-10
41180,Senior Staff,1996-04-03,1996-05-17
41180,Staff,1991-04-04,1996-04-03
41190,Technique Leader,1986-06-21,9999-01-01
41200,Engineer,1998-09-10,9999-01-01
41210,Technique Leader,1998-11-30,9999-01-01
41220,Senior Engineer,1992-03-07,9999-01-01
41230,Staff,1998-05-22,9999-01-01
41240,Engineer,1994-10-10,2000-10-09
41240,Senior Engineer,2000-10-09,9999-01-01
41250,Senior Engineer,1993-11-10,9999-01-01
41260,Senior Engineer,1997-03-01,9999-01-01
41270,Staff,1994-08-22,1998-02-10
41280,Staff,1997-10-11,9999-01-01
41290,Engineer,1991-06-20,1996-06-19
41290,Senior Engineer,1996-06-19,9999-01-01
41300,Senior Staff,1997-10-27,9999-01-01
41300,Staff,1990-10-28,1997-10-27
41310,Engineer,1991-11-23,1996-06-24
41320,Senior Staff,1997-03-17,9999-01-01
41320,Staff,1989-03-17,1997-03-17
41330,Engineer,1987-10-23,1992-10-22
41330,Senior Engineer,1992-10-22,9999-01-01
41340,Senior Staff,1992-01-27,9999-01-01
41340,Staff,1987-01-27,1992-01-27
41350,Assistant Engineer,1994-11-07,9999-01-01
41360,Engineer,1996-09-10,9999-01-01
41370,Senior Engineer,1995-03-07,9999-01-01
41380,Senior Staff,1998-06-23,9999-01-01
41380,Staff,1991-06-23,1998-06-23
41390,Staff,1996-01-14,9999-01-01
41400,Senior Engineer,1995-08-31,9999-01-01
41410,Staff,1987-04-15,1993-10-18
41420,Senior Staff,1994-08-02,1999-12-15
41420,Staff,1987-08-02,1994-08-02
41430,Engineer,1991-03-31,1996-03-30
41430,Senior Engineer,1996-03-30,9999-01-01
41440,Technique Leader,1991-02-11,9999-01-01
41450,Senior Staff,1997-10-22,9999-01-01
41460,Engineer,1990-05-01,1995-05-01
41460,Senior Engineer,1995-05-01,9999-01-01
41470,Engineer,1987-02-13,1994-02-13
41470,Senior Engineer,1994-02-13,9999-01-01
41480,Senior Staff,2002-04-24,9999-01-01
41480,Staff,1994-04-24,2002-04-24
41490,Senior Engineer,1990-10-24,9999-01-01
41500,Senior Engineer,1988-04-01,9999-01-01
41510,Staff,1996-02-20,1999-02-18
41520,Senior Engineer,1988-03-21,9999-01-01
41530,Senior Staff,2000-01-31,9999-01-01
41530,Staff,1995-01-31,2000-01-31
41540,Engineer,1990-03-06,1996-03-05
41540,Senior Engineer,1996-03-05,9999-01-01
41550,Senior Staff,1996-01-09,9999-01-01
41550,Staff,1988-01-09,1996-01-09
41560,Senior Engineer,1994-01-01,9999-01-01
41570,Senior Staff,2002-04-05,9999-01-01
41570,Staff,1993-04-06,2002-04-05
41580,Senior Engineer,1990-08-29,9999-01-01
41590,Engineer,1995-04-14,2002-03-10
41600,Senior Staff,1999-11-19,9999-01-01
41600,Staff,1994-11-19,1999-11-19
41610,Engineer,1990-06-16,1996-06-15
41610,Senior Engineer,1996-06-15,9999-01-01
41620,Senior Staff,1992-03-09,9999-01-01
41620,Staff,1987-03-10,1992-03-09
41630,Technique Leader,1989-06-15,9999-01-01
41640,Senior Staff,1994-03-19,9999-01-01
41640,Staff,1987-03-19,1994-03-19
41650,Engineer,1985-08-21,1994-08-21
41650,Senior Engineer,1994-08-21,9999-01-01
41660,Senior Staff,1991-01-24,9999-01-01
41670,Senior Staff,1997-03-20,9999-01-01
41670,Staff,1988-03-20,1997-03-20
41680,Staff,1997-07-02,9999-01-01
41690,Senior Engineer,1993-01-09,9999-01-01
41700,Engineer,1992-06-18,1998-06-18
41700,Senior Engineer,1998-06-18,9999-01-01
41710,Senior Staff,1994-06-26,9999-01-01
41710,Staff,1987-06-26,1994-06-26
41720,Engineer,1997-11-04,9999-01-01
41730,Senior Staff,1994-04-10,9999-01-01
41740,Engineer,1993-12-28,2001-12-28
41740,Senior Engineer,2001-12-28,9999-01-01
41750,Senior Staff,1998-02-16,9999-01-01
41750,Staff,1991-02-16,1998-02-16
41760,Senior Staff,1990-11-27,9999-01-01
41760,Staff,1985-11-27,1990-11-27
41770,Engineer,1991-02-21,1997-02-20
41770,Senior Engineer,1997-02-20,9999-01-01
41780,Senior Staff,1995-11-03,9999-01-01
41780,Staff,1990-11-03,1995-11-03
41790,Staff,1994-11-30,2001-07-13
41800,Senior Staff,1989-06-05,2002-03-12
41810,Engineer,1986-12-24,1991-12-24
41810,Senior Engineer,1991-12-24,9999-01-01
41820,Engineer,1989-05-01,1994-05-01
41820,Senior Engineer,1994-05-01,9999-01-01
41830,Senior Staff,2000-11-02,9999-01-01
41830,Staff,1994-11-03,2000-11-02
41840,Staff,1998-12-10,9999-01-01
41850,Senior Staff,1999-03-17,9999-01-01
41860,Engineer,1994-06-01,1999-06-01
41860,Senior Engineer,1999-06-01,2001-03-30
41870,Staff,1988-12-13,1992-11-11
41880,Senior Staff,1993-02-24,9999-01-01
41880,Staff,1986-02-24,1993-02-24
41890,Senior Engineer,1998-08-12,9999-01-01
41900,Engineer,1990-06-16,1999-06-16
41900,Senior Engineer,1999-06-16,9999-01-01
41910,Engineer,1990-04-20,1995-04-20
41910,Senior Engineer,1995-04-20,9999-01-01
41920,Senior Staff,1995-02-15,9999-01-01
41920,Staff,1989-02-15,1995-02-15
41930,Engineer,1990-02-25,1998-02-25
41930,Senior Engineer,1998-02-25,9999-01-01
41940,Engineer,1988-05-06,1996-05-06
41940,Senior Engineer,1996-05-06,9999-01-01
41950,Engineer,1997-08-31,9999-01-01
41960,Staff,1994-04-22,9999-01-01
41970,Engineer,1988-08-01,1995-08-02
41970,Senior Engineer,1995-08-02,9999-01-01
41980,Engineer,1990-10-20,1999-10-20
41980,Senior Engineer,1999-10-20,9999-01-01
41990,Engineer,1994-02-25,2000-09-22
42000,Senior Engineer,1993-12-18,1994-07-12
42010,Engineer,1991-02-05,2000-02-05
42010,Senior Engineer,2000-02-05,9999-01-01
42020,Engineer,1986-05-14,1995-05-14
42020,Senior Engineer,1995-05-14,9999-01-01
42030,Senior Staff,1996-10-19,9999-01-01
42030,Staff,1987-10-20,1996-10-19
42040,Senior Staff,1993-08-01,9999-01-01
42040,Staff,1986-08-01,1993-08-01
42050,Senior Engineer,1992-10-18,9999-01-01
42060,Senior Engineer,1996-06-18,2000-02-13
42070,Engineer,1991-11-13,1997-11-12
42070,Senior Engineer,1997-11-12,9999-01-01
